uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
AM,PNEUMONIA,HOSPITAL,"< 9",F,75
AM,PNEUMONIA,HOSPITAL,"< 9",M,82
AM,PNEUMONIA,OUTRO,"< 9",F,12
AM,PNEUMONIA,OUTRO,"< 9",M,17
AM,SEPTICEMIA,DOMICILIO,"< 9",F,2
AM,SEPTICEMIA,DOMICILIO,"< 9",M,1
AM,SEPTICEMIA,HOSPITAL,"< 9",F,116
AM,SEPTICEMIA,HOSPITAL,"< 9",M,154
AM,SEPTICEMIA,OUTRO,"< 9",F,4
AM,SEPTICEMIA,OUTRO,"< 9",M,17
AM,SRAG,DOMICILIO,"< 9",M,1
AM,SRAG,HOSPITAL,"< 9",F,7
AM,SRAG,HOSPITAL,"< 9",M,10
AM,SRAG,OUTRO,"< 9",M,3
AP,OUTRAS,DOMICILIO,"< 9",F,4
AP,OUTRAS,DOMICILIO,"< 9",M,6
AP,OUTRAS,HOSPITAL,"< 9",F,35
AP,OUTRAS,HOSPITAL,"< 9",I,1
AP,OUTRAS,HOSPITAL,"< 9",M,48
AP,OUTRAS,IGNORADO,"< 9",F,2
AP,OUTRAS,OUTRO,"< 9",M,1
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,2
AP,COVID,HOSPITAL,"< 9",F,2
AP,COVID,HOSPITAL,"< 9",M,3
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,5
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,4
AP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
AP,PNEUMONIA,HOSPITAL,"< 9",F,16
AP,PNEUMONIA,HOSPITAL,"< 9",M,21
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
AP,SEPTICEMIA,HOSPITAL,"< 9",F,31
AP,SEPTICEMIA,HOSPITAL,"< 9",M,20
AP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
AP,SRAG,HOSPITAL,"< 9",F,2
AP,SRAG,HOSPITAL,"< 9",M,1
BA,OUTRAS,DOMICILIO,"< 9",F,33
BA,OUTRAS,DOMICILIO,"< 9",I,1
BA,OUTRAS,DOMICILIO,"< 9",M,59
BA,OUTRAS,HOSPITAL,"< 9",F,709
BA,OUTRAS,HOSPITAL,"< 9",I,28
BA,OUTRAS,HOSPITAL,"< 9",M,772
BA,OUTRAS,IGNORADO,"< 9",F,2
BA,OUTRAS,IGNORADO,"< 9",M,2
BA,OUTRAS,OUTRO,"< 9",F,8
BA,OUTRAS,OUTRO,"< 9",I,1
BA,OUTRAS,OUTRO,"< 9",M,13
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,41
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",I,6
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,37
BA,OUTRAS,VIA_PUBLICA,"< 9",F,7
BA,OUTRAS,VIA_PUBLICA,"< 9",M,5
BA,COVID,HOSPITAL,"< 9",F,10
BA,COVID,HOSPITAL,"< 9",M,22
BA,INDETERMINADA,DOMICILIO,"< 9",F,1
BA,INDETERMINADA,DOMICILIO,"< 9",M,2
BA,INDETERMINADA,HOSPITAL,"< 9",F,2
BA,INDETERMINADA,HOSPITAL,"< 9",I,1
BA,INDETERMINADA,HOSPITAL,"< 9",M,1
BA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,5
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,5
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,173
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,270
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,9
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",I,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,13
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,4
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,2
BA,PNEUMONIA,DOMICILIO,"< 9",F,1
BA,PNEUMONIA,HOSPITAL,"< 9",F,111
BA,PNEUMONIA,HOSPITAL,"< 9",I,1
BA,PNEUMONIA,HOSPITAL,"< 9",M,130
BA,PNEUMONIA,IGNORADO,"< 9",F,1
BA,PNEUMONIA,OUTRO,"< 9",F,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
BA,PNEUMONIA,VIA_PUBLICA,"< 9",F,2
BA,SEPTICEMIA,DOMICILIO,"< 9",M,1
BA,SEPTICEMIA,HOSPITAL,"< 9",F,281
BA,SEPTICEMIA,HOSPITAL,"< 9",I,3
BA,SEPTICEMIA,HOSPITAL,"< 9",M,352
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,8
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,11
BA,SEPTICEMIA,VIA_PUBLICA,"< 9",F,2
BA,SRAG,DOMICILIO,"< 9",F,1
BA,SRAG,HOSPITAL,"< 9",F,8
BA,SRAG,HOSPITAL,"< 9",M,7
BA,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",F,2
BA,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,1
BA,SRAG,VIA_PUBLICA,"< 9",F,2
CE,OUTRAS,AMBULANCIA,"< 9",F,1
CE,OUTRAS,AMBULANCIA,"< 9",M,2
CE,OUTRAS,DOMICILIO,"< 9",F,26
CE,OUTRAS,DOMICILIO,"< 9",I,1
CE,OUTRAS,DOMICILIO,"< 9",M,27
CE,OUTRAS,HOSPITAL,"< 9",F,502
CE,OUTRAS,HOSPITAL,"< 9",I,35
CE,OUTRAS,HOSPITAL,"< 9",M,567
CE,OUTRAS,IGNORADO,"< 9",F,9
CE,OUTRAS,IGNORADO,"< 9",M,5
CE,OUTRAS,OUTRO,"< 9",F,8
CE,OUTRAS,OUTRO,"< 9",M,12
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,10
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",I,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,11
CE,OUTRAS,VIA_PUBLICA,"< 9",F,3
CE,OUTRAS,VIA_PUBLICA,"< 9",M,10
CE,COVID,DOMICILIO,"< 9",F,1
CE,COVID,HOSPITAL,"< 9",F,14
CE,COVID,HOSPITAL,"< 9",M,21
CE,COVID,OUTRO,"< 9",F,1
CE,COVID,OUTRO,"< 9",M,2
CE,COVID,OUTROS_SERVICOS_SAUDE,"< 9",F,1
CE,INDETERMINADA,AMBULANCIA,"< 9",M,1
CE,INDETERMINADA,HOSPITAL,"< 9",F,4
CE,INDETERMINADA,HOSPITAL,"< 9",M,4
CE,INDETERMINADA,IGNORADO,"< 9",M,1
CE,INDETERMINADA,POSTO_SAUDE,"< 9",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,5
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,5
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,50
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,56
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,2
CE,PNEUMONIA,AMBULANCIA,"< 9",F,1
CE,PNEUMONIA,DOMICILIO,"< 9",M,5
CE,PNEUMONIA,HOSPITAL,"< 9",F,85
CE,PNEUMONIA,HOSPITAL,"< 9",M,64
CE,PNEUMONIA,OUTRO,"< 9",M,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,5
CE,PNEUMONIA,VIA_PUBLICA,"< 9",F,1
CE,SEPTICEMIA,AMBULANCIA,"< 9",F,1
CE,SEPTICEMIA,DOMICILIO,"< 9",M,1
CE,SEPTICEMIA,HOSPITAL,"< 9",F,141
CE,SEPTICEMIA,HOSPITAL,"< 9",I,1
CE,SEPTICEMIA,HOSPITAL,"< 9",M,197
CE,SEPTICEMIA,OUTRO,"< 9",M,2
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,4
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
CE,SEPTICEMIA,VIA_PUBLICA,"< 9",M,1
CE,SRAG,HOSPITAL,"< 9",F,9
CE,SRAG,HOSPITAL,"< 9",M,4
CE,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",F,1
CE,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,1
DF,OUTRAS,DOMICILIO,"< 9",F,6
DF,OUTRAS,DOMICILIO,"< 9",M,4
DF,OUTRAS,HOSPITAL,"< 9",F,173
DF,OUTRAS,HOSPITAL,"< 9",I,2
DF,OUTRAS,HOSPITAL,"< 9",M,196
DF,OUTRAS,IGNORADO,"< 9",F,13
DF,OUTRAS,IGNORADO,"< 9",I,1
DF,OUTRAS,IGNORADO,"< 9",M,14
DF,OUTRAS,OUTRO,"< 9",M,3
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
DF,OUTRAS,VIA_PUBLICA,"< 9",F,1
DF,OUTRAS,VIA_PUBLICA,"< 9",M,2
DF,COVID,HOSPITAL,"< 9",F,7
DF,COVID,HOSPITAL,"< 9",M,5
DF,INDETERMINADA,HOSPITAL,"< 9",F,6
DF,INDETERMINADA,HOSPITAL,"< 9",M,5
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,4
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,28
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,37
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
DF,PNEUMONIA,DOMICILIO,"< 9",M,1
DF,PNEUMONIA,HOSPITAL,"< 9",F,26
DF,PNEUMONIA,HOSPITAL,"< 9",M,20
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
DF,SEPTICEMIA,HOSPITAL,"< 9",F,73
DF,SEPTICEMIA,HOSPITAL,"< 9",M,94
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
DF,SRAG,HOSPITAL,"< 9",F,5
DF,SRAG,HOSPITAL,"< 9",M,8
ES,OUTRAS,DOMICILIO,"< 9",F,5
ES,OUTRAS,DOMICILIO,"< 9",M,10
ES,OUTRAS,HOSPITAL,"< 9",F,135
ES,OUTRAS,HOSPITAL,"< 9",I,2
ES,OUTRAS,HOSPITAL,"< 9",M,162
ES,OUTRAS,OUTRO,"< 9",F,1
ES,OUTRAS,OUTRO,"< 9",M,3
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,4
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,9
ES,OUTRAS,VIA_PUBLICA,"< 9",F,2
ES,OUTRAS,VIA_PUBLICA,"< 9",M,1
ES,COVID,HOSPITAL,"< 9",F,8
ES,COVID,HOSPITAL,"< 9",M,2
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,19
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,17
ES,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
ES,PNEUMONIA,DOMICILIO,"< 9",M,3
ES,PNEUMONIA,HOSPITAL,"< 9",F,58
ES,PNEUMONIA,HOSPITAL,"< 9",M,51
ES,PNEUMONIA,OUTRO,"< 9",M,1
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,4
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
ES,SEPTICEMIA,DOMICILIO,"< 9",F,1
ES,SEPTICEMIA,HOSPITAL,"< 9",F,84
ES,SEPTICEMIA,HOSPITAL,"< 9",I,1
ES,SEPTICEMIA,HOSPITAL,"< 9",M,102
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
ES,SRAG,HOSPITAL,"< 9",F,4
ES,SRAG,HOSPITAL,"< 9",M,6
GO,OUTRAS,AMBULANCIA,"< 9",F,1
GO,OUTRAS,DOMICILIO,"< 9",F,12
GO,OUTRAS,DOMICILIO,"< 9",M,15
GO,OUTRAS,HOSPITAL,"< 9",F,177
GO,OUTRAS,HOSPITAL,"< 9",I,1
GO,OUTRAS,HOSPITAL,"< 9",M,242
GO,OUTRAS,IGNORADO,"< 9",F,3
GO,OUTRAS,IGNORADO,"< 9",M,8
GO,OUTRAS,OUTRO,"< 9",F,7
GO,OUTRAS,OUTRO,"< 9",M,9
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,25
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,25
GO,OUTRAS,VIA_PUBLICA,"< 9",F,4
GO,OUTRAS,VIA_PUBLICA,"< 9",M,3
GO,COVID,HOSPITAL,"< 9",F,9
GO,COVID,HOSPITAL,"< 9",M,12
GO,COVID,OUTROS_SERVICOS_SAUDE,"< 9",F,1
GO,COVID,OUTROS_SERVICOS_SAUDE,"< 9",M,1
GO,INDETERMINADA,HOSPITAL,"< 9",M,3
GO,INDETERMINADA,OUTRO,"< 9",F,1
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,56
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,77
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,2
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,8
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,5
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
GO,PNEUMONIA,DOMICILIO,"< 9",F,2
GO,PNEUMONIA,DOMICILIO,"< 9",M,4
GO,PNEUMONIA,HOSPITAL,"< 9",F,42
GO,PNEUMONIA,HOSPITAL,"< 9",M,37
GO,PNEUMONIA,IGNORADO,"< 9",F,2
GO,PNEUMONIA,IGNORADO,"< 9",M,3
GO,PNEUMONIA,OUTRO,"< 9",F,3
GO,PNEUMONIA,OUTRO,"< 9",M,2
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,5
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,7
GO,SEPTICEMIA,HOSPITAL,"< 9",F,106
GO,SEPTICEMIA,HOSPITAL,"< 9",M,133
GO,SEPTICEMIA,IGNORADO,"< 9",F,1
GO,SEPTICEMIA,IGNORADO,"< 9",M,1
GO,SEPTICEMIA,OUTRO,"< 9",M,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,10
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,9
GO,SRAG,HOSPITAL,"< 9",F,4
GO,SRAG,HOSPITAL,"< 9",M,1
GO,SRAG,IGNORADO,"< 9",F,1
MA,OUTRAS,AMBULANCIA,"< 9",F,1
MA,OUTRAS,DOMICILIO,"< 9",F,30
MA,OUTRAS,DOMICILIO,"< 9",M,30
MA,OUTRAS,HOSPITAL,"< 9",F,331
MA,OUTRAS,HOSPITAL,"< 9",I,10
MA,OUTRAS,HOSPITAL,"< 9",M,433
MA,OUTRAS,IGNORADO,"< 9",F,4
MA,OUTRAS,IGNORADO,"< 9",M,3
MA,OUTRAS,OUTRO,"< 9",F,12
MA,OUTRAS,OUTRO,"< 9",I,1
MA,OUTRAS,OUTRO,"< 9",M,14
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,5
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,4
MA,OUTRAS,POSTO_SAUDE,"< 9",F,1
MA,OUTRAS,POSTO_SAUDE,"< 9",M,1
MA,OUTRAS,VIA_PUBLICA,"< 9",F,3
MA,OUTRAS,VIA_PUBLICA,"< 9",M,6
MA,COVID,DOMICILIO,"< 9",F,1
MA,COVID,HOSPITAL,"< 9",F,5
MA,COVID,HOSPITAL,"< 9",M,9
MA,COVID,OUTRO,"< 9",M,1
MA,INDETERMINADA,HOSPITAL,"< 9",F,4
MA,INDETERMINADA,HOSPITAL,"< 9",M,6
MA,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"< 9",F,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,2
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,57
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,38
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,3
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,2
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,2
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,3
MA,PNEUMONIA,DOMICILIO,"< 9",F,6
MA,PNEUMONIA,DOMICILIO,"< 9",M,1
MA,PNEUMONIA,HOSPITAL,"< 9",F,32
MA,PNEUMONIA,HOSPITAL,"< 9",M,39
MA,PNEUMONIA,OUTRO,"< 9",F,1
MA,PNEUMONIA,OUTRO,"< 9",M,4
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
MA,PNEUMONIA,VIA_PUBLICA,"< 9",M,1
MA,SEPTICEMIA,HOSPITAL,"< 9",F,84
MA,SEPTICEMIA,HOSPITAL,"< 9",M,113
MA,SEPTICEMIA,OUTRO,"< 9",M,4
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MA,SEPTICEMIA,VIA_PUBLICA,"< 9",F,1
MA,SEPTICEMIA,VIA_PUBLICA,"< 9",M,2
MA,SRAG,DOMICILIO,"< 9",M,1
MA,SRAG,HOSPITAL,"< 9",F,4
MA,SRAG,HOSPITAL,"< 9",M,4
MG,OUTRAS,DOMICILIO,"< 9",F,49
MG,OUTRAS,DOMICILIO,"< 9",M,63
MG,OUTRAS,HOSPITAL,"< 9",F,850
MG,OUTRAS,HOSPITAL,"< 9",I,11
MG,OUTRAS,HOSPITAL,"< 9",M,923
MG,OUTRAS,IGNORADO,"< 9",F,7
MG,OUTRAS,IGNORADO,"< 9",M,4
MG,OUTRAS,OUTRO,"< 9",F,9
MG,OUTRAS,OUTRO,"< 9",I,1
MG,OUTRAS,OUTRO,"< 9",M,12
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,34
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,35
MG,OUTRAS,POSTO_SAUDE,"< 9",F,1
MG,OUTRAS,VIA_PUBLICA,"< 9",F,6
MG,OUTRAS,VIA_PUBLICA,"< 9",M,4
MG,COVID,DOMICILIO,"< 9",F,1
MG,COVID,DOMICILIO,"< 9",M,1
MG,COVID,HOSPITAL,"< 9",F,27
MG,COVID,HOSPITAL,"< 9",M,19
MG,COVID,IGNORADO,"< 9",M,1
